Prime name	Color of berry skin	Country or region of origin of the variety	variety_id	Species	VVS2_1	VVS2_2	VVMD5_1	VVMD5_2	VVMD7_1	VVMD7_2	VVMD25_1	VVMD25_2	VVMD27_1	VVMD27_2	VVMD28_1	VVMD28_2	VVMD32_1	VVMD32_2	VRZAG62_1	VRZAG62_2	VRZAG79_1	VRZAG79_2
NEGRELLO	NOIR	ITALY	26901	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	137	228	234	239	249	239	241	182	190	218	228	240	240	188	196	247	259
DORATA DI ROSSENA	BLANC	ITALY	26903	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	155	228	248	233	249	255	257	186	186	234	258	252	272	196	202	239	243
LAMBRUSCO DI MONTERICCO 2	NOIR	ITALY	26904	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	155	155	228	234	247	249	255	257	184	190	228	236	240	272	194	202	247	251
RACHINA	NOIR	ITALY	26905	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	155	234	234	239	247	241	257	190	190	228	246	240	262	188	194	247	247
UVA 'D BATITA	NOIR	ITALY	26906	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	151	228	234	247	247	249	255	190	195	234	258	272	272	186	204	247	251
ARICH JERBA		TUNISIA	26908	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	151	153	228	234	247	249			186	195	244	258	250	272				
ALICANTE DI EGUA	NOIR	ITALY	26914	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	137	151	228	242	239	243	238	252	195	195	244	244	240	256	188	188	257	257
ROMANA		BRAZIL	26920	VITIS INTERSPECIFIC CROSSING	135	151	236	238	235	239	249	255	182	195	234	244	250	256	196	202	249	259
IKAWA 1010		JAPAN	26921		135	149	238	240	239	249	249	255	186	186					186	188		
IAC 960- 11		BRAZIL	26922		139	151	228	234	233	251	241	249	176	202	228	244	240	240	192	194		
CATAWBA S			26923	VITIS INTERSPECIFIC CROSSING	125	155	240	240	235	247	241	241	186	188	230	230	246	272	194	202	239	247
BLACK ROT RESISTANT 10	NOIR	UNITED STATES OF AMERICA	26924	VITIS INTERSPECIFIC CROSSING	125	133	240	246	235	261			186	195					202	202	245	247
NEW YORK 66.0783.01	NOIR	UNITED STATES OF AMERICA	26925	VITIS INTERSPECIFIC CROSSING	139	143	236	238	231	235			186	200					196	206	251	261
NEW YORK 65.0546.03	BLANC	UNITED STATES OF AMERICA	26926	VITIS INTERSPECIFIC CROSSING	139	155	220	228	231	235			186	200					196	206	259	261
CINEREA BARRETT 47	NOIR	UNITED STATES OF AMERICA	26927	VITIS CINEREA ENGELMANN	139	155	220	230	231	231			192	200					174	196	255	261
IAC 408- 1		BRAZIL	26928	VITIS INTERSPECIFIC CROSSING	143	151	234	242	235	251	249	267	180	192	244	252	240	264	204	204	247	255
IAC 211- 2		BRAZIL	26929	VITIS INTERSPECIFIC CROSSING	123	151	234	234	235	251	241	247	180	180	218	236	248	250	188	204	237	255
IAC 905- 1		BRAZIL	26930	VITIS INTERSPECIFIC CROSSING	135	151	228	242	235	253	249	277	180	180			250	264	200	204	255	255
IAC 903- 47		BRAZIL	26931	VITIS INTERSPECIFIC CROSSING	135	151	234	234	235	253	241	277	180	180	218	218	248	248	200	204	237	255
IAC 274- 21		BRAZIL	26932	VITIS INTERSPECIFIC CROSSING	133	133	224	240	243	251	241	255	180	182	228	234	240	272	188	194	243	255
IAC 16- 2		BRAZIL	26933	VITIS INTERSPECIFIC CROSSING	133	135	224	234	249	251	241	255	180	182	238	244	240	272	186	194		
IAC 351- 5		BRAZIL	26934	VITIS INTERSPECIFIC CROSSING	143	149	224	236	239	251	249	255	180	182	238	244	240	272	188	194	237	255
IAC 730- 1		BRAZIL	26935	VITIS INTERSPECIFIC CROSSING	149	151	228	238	243	249	249	255	180	186	226	244	260	272	202	204	247	249
IAC 504- 1		BRAZIL	26936	VITIS INTERSPECIFIC CROSSING	149	151	234	234	243	253	239	249	180	190					188	188	255	259
CIGLIOLA BIANCA	BLANC	ITALY	26937	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	133	228	228	239	239	241	255	184	186	236	244	256	262	188	194	245	249
IAC 339- 3		BRAZIL	26938	VITIS INTERSPECIFIC CROSSING	143	149	240	242	233	249	249	257	180	200	236	252	240	272	186	192		
IAC 1848- 4		BRAZIL	26939	VITIS INTERSPECIFIC CROSSING	133	149	240	250	235	237	249	255	182	186	226	244	250	250	174	182	249	249
IAC 862- 10		BRAZIL	26941	VITIS INTERSPECIFIC CROSSING	149	151	234	236	233	237	249	249	184	184	252	252	240	240	182	186		
IAC 233		BRAZIL	26942	VITIS INTERSPECIFIC CROSSING	145	149	228	240	237	249	241	249	186	190	236	258	240	272	180	204	255	261
IAC 670- 1		BRAZIL	26943	VITIS INTERSPECIFIC CROSSING	143	149	238	240	231	235	249	255	186	192	244	252	240	252	186	196		
IAC 1135- 1		BRAZIL	26944	VITIS INTERSPECIFIC CROSSING	133	139	234	234	249	249	249	265	186	195			258	258	186	186		
IAC 1851- 2		BRAZIL	26945	VITIS INTERSPECIFIC CROSSING	133	141	228	234	237	239	239	249	186	195	226	236	264	272	182	188		
CLAIRETTE BLANCHE	BLANC	FRANCE	2695	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	137	151	228	234	239	249	241	263	180	192	228	258	256	262	186	204	251	251
MORETTO GROSSO	NOIR	ITALY	26950	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	135	230	242	247	249	249	255	186	195	246	258	252	264	186	196	251	251
MATHILDA	ROUGE		26953		135	155	238	240	247	249	247	255	186	195	230	236	252	272	188	204	249	251
NADIDZAR	ROSE	BOSNIA AND HERZEGOWINA	26970	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	141	151	234	234	239	245	239	241	180	186	258	258	256	258	196	202	237	251
CLAIRETTE MAZEL	BLANC	FRANCE	2698	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	143	238	248	239	247	241	249	182	186	218	236	240	264	188	204	251	259
CLAIRETTE ROSE	ROSE	FRANCE	2699	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	137	151	228	234	239	249	241	263	180	192	228	258	256	262	186	204	251	251
AREVABUYR	BLANC	ARMENIA	26997		143	149	234	236	243	247	249	255	180	195	234	236	252	272	188	192	255	257
KISHMISH KARMIR	ROUGE	ARMENIA	26998	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	143	236	240	243	251	239	241	186	195	244	260	250	272	188	202	251	259
MUSCAT DEGHIN	BLANC	ARMENIA	26999		133	149	234	240	239	249	241	249	180	186	236	268	240	272	186	188	251	255
MUSCAT KARMIR	ROUGE	ARMENIA	27000		133	143	230	234	239	247	249	255	180	186	236	246	264	272	194	196	255	257
MUSCAT MERDZAVANI	BLANC	ARMENIA	27001		135	141	230	236	245	249	239	255	180	186	236	246	264	272	186	202	239	249
SLAVA	BLANC	BULGARIA	27006	VITIS INTERSPECIFIC CROSSING	133	135	230	234	239	247	241	255	180	182	246	258	240	264	194	204	255	255
CLARIN	BLANC	FRANCE	2702	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	145	228	228	239	243	241	249	180	186	228	248	252	262	188	188	251	255
UVA NERA TOSTA	NOIR	ITALY	27045	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	137	145	230	242	249	253	239	241	180	182	258	258	250	272	190	200	251	259
UVA DELLA MACCHIA	NOIR	ITALY	27046	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	145	228	230	247	249	239	241	180	192	248	258	252	258	190	190	251	259
CLAVERIE	BLANC	FRANCE	2707	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	147	228	242	249	249	241	255	182	190	234	268	240	258	200	202	251	259
LE K 1	NOIR	CZECH REPUBLIC	27072	VITIS INTERSPECIFIC CROSSING	137	137	230	254	255	265	239	253	187	214	234	244	250	250	180	200	255	257
GEMRE PEMBE	ROUGE	TURKEY	27081	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	145	236	238	243	249	239	249	186	186	236	258	256	258	188	202	243	251
GRILLA	BLANC	ITALY	27082	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	151	228	238	239	263	239	249	186	192	248	258	252	272	194	196	247	251
PECORELLO SAN MARCO	BLANC	ITALY	27084	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	143	228	248	239	249	249	253	180	180	248	258	256	256	196	202	249	259
ROSSO ANTICO	ROUGE	ITALY	27085	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	133	228	234	239	253	241	263	180	190	236	236	250	250	192	204	259	259
BIANCA DI BELLOSGUARDO	BLANC	ITALY	27088	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	151	230	234	249	249	249	249	195	195	244	244	264	264	186	200	247	247
BLACK ROT RESISTANT 8	NOIR	UNITED STATES OF AMERICA	27089	VITIS INTERSPECIFIC CROSSING	125	143	220	222	231	235			196	196					196	206	247	251
RIPARIA GRAND FEUILLE		UNITED STATES OF AMERICA	27091	VITIS RIPARIA MICHAUX	141	141	254	266	251	253	237	239	216	216	232	234			190	191	259	259
NAZELI KORIZOV	BLANC	ARMENIA	27092	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	151	230	236	239	243	241	249	186	195	236	246	248	272	188	196	251	257
CHRAGI SPITAK	BLANC	ARMENIA	27096	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	145	145	230	238	243	247	239	241	186	195	244	244	250	252	200	202	247	251
ROSSA DI SAN NICOLA	NOIR	ITALY	27101	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	135	228	234	237	243	241	241	184	195	222	236	244	256	188	196	249	259
PULEZ	BLANC	ALBANIA	27102	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	135	228	230	239	245	239	241	180	182	246	248	250	252	188	202	251	259
VLOSHI	ROUGE	ALBANIA	27103	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	143	234	242	239	263	239	255	186	190	246	258	262	272	188	202	243	251
ITALIONA		CHILE	27104	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	137	149	234	236	239	251			182	195					188	204	247	247
UVA DEL PADRE		CHILE	27105	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	149	230	234	249	251			186	195					194	204	247	251
CRIOLLA MEDIANA	NOIR		27107	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	133	230	234	249	249			190	195					186	194	243	247
CLINTON	NOIR	UNITED STATES OF AMERICA	2711	VITIS INTERSPECIFIC CROSSING	125	155	230	254	243	251	237	249	186	210	240	244	250	250	188	190	245	259
BAGARANI	ROSE	ARMENIA	27135	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	143	240	242	243	249	239	255	184	195	236	248	256	272	188	204	249	251
KARMRAHAT	NOIR	ARMENIA	27136	VITIS INTERSPECIFIC CROSSING	125	133	238	242	243	247	241	241	180	195	244	258	272	292	188	194	239	247
VARSENI	BLANC	ARMENIA	27138	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	145	238	242	249	249	249	249	180	186	244	258	252	262	200	204	251	251
CHGHLENI	NOIR	ARMENIA	27139	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	125	143	240	242	239	247	239	255	180	184	244	244	258	262	196	204	247	249
FAVA	BLANC	ITALY	27140	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	143	248	248	239	249	249	255	180	182	236	258	250	272	194	202	259	259
BERSIGANA	BLANC	ITALY	27141	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	145	228	248	239	247	241	241	180	190	248	258	250	272	194	204	245	255
RIPANEA	NOIR	ITALY	27142	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	151	228	230	239	247	241	263	180	195	234	236	250	252	196	204	251	259
TENERONE	ROUGE	ITALY	27143	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	135	228	234	247	249	239	255	182	184	236	258	252	272	202	204	245	259
MELATA	ROUGE	ITALY	27144	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	145	228	234	239	249	239	239	182	186	236	236	252	272	188	190	243	259
VACCARO	BLANC	ITALY	27145	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	135	230	248	239	243	241	255	182	190	258	278	250	262	188	188	251	251
TORELLA	BLANC	ITALY	27146	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	135	228	230	239	249	239	241	182	195	244	244	252	252	188	202	239	259
BIANCHETTA MARCHIGIANA	BLANC	ITALY	27147	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	145	228	248	249	253	241	241	182	195	236	258	250	272	190	200	251	259
ALFREDO MARCHETTI	BLANC	ITALY	27148	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	143	230	230	239	239	249	255	186	186	234	236	252	252	192	204	251	251
SCROCCHIONA	NOIR	ITALY	27149	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	143	230	238	247	263	241	255	186	190	234	236	256	272	194	204	243	245
NERA RADA	NOIR	ITALY	27150	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	133	228	228	249	249	239	241	192	195	236	258	252	272	200	200	247	251
FAMOSO MARCHIGIANO	BLANC	ITALY	27151	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	155	228	230	239	249	241	255	192	195	244	248	256	262	196	200	247	249
SPITAK LERNATU	BLANC	ARMENIA	27152	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	155	238	242	239	247	239	241	195	195	244	244	240	272	196	204	249	257
CLOETA	NOIR	UNITED STATES OF AMERICA	2716	VITIS INTERSPECIFIC CROSSING	125	141	264	264	235	251	239	243	184	220	230	244	246	246	190	208	249	257
OCCHIETTO	BLANC	ITALY	27161	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	145	228	242	247	249	241	255	180	180	228	248	252	258	190	194	257	259
EKSI BESNI		TURKEY	27164	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	149	155	234	248	243	253			182	184	234	244			188	188	249	259
KHATUN KHARDZHI	BLANC	ARMENIA	27165	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	125	143	238	242	239	253	245	255	176	182	236	258	272	272	200	200	237	247
ROYAL MOLLEKES	NOIR	BELGIUM	27166	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	135	228	240	249	255	239	255	186	186	244	244	252	272	186	204	239	251
RANCHELLA	NOIR	ITALY	27168		143	145	228	264	239	249	237	241	182	206	234	258	252	252	188	190	255	259
ACCORD	NOIR	UNITED STATES OF AMERICA	27169	VITIS INTERSPECIFIC CROSSING	143	159	236	266	241	251			190	190					185	190	255	255
UVA GIULIA	NOIR	ITALY	27171	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	139	151	230	242	253	263	239	241	182	190	248	268	256	258	200	204	251	259
BERURARGOON	NOIR	PAKISTAN	27173	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	125	147	230	240	247	249	239	267	188	190	236	278	272	272				
BUDRILAY	BLANC	PAKISTAN	27174	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	143	236	242	243	249			180	180	248	258	252	258				
BURABURI	NOIR	PAKISTAN	27175	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	147	230	236	243	251			180	180	244	248	258	274				
CHAMO		PAKISTAN	27176	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	153	236	238	249	251	241	273	180	188	244	248	244	274				
DARDARI	BLANC	PAKISTAN	27177	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	135	230	242	233	243	255	273	180	190	246	248	252	262				
GASCHOCHI	BLANC	PAKISTAN	27178	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	145	230	248	239	243	241	255	182	190	236	246	244	262				
GURGON		TURKMENISTAN	27179	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	135	236	242	235	253	239	241	180	188	218	258	250	250				
CLOTILDE PROSPERI	BLANC	ITALY	2718	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	149	234	240	239	247	249	255	186	195	234	258	252	258	188	192	243	257
KALA KOSTAN		PAKISTAN	27180	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	129	145	236	240	253	253			178	195	244	248						
KALI SAG	ROUGE		27181	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	141	153	236	242	247	253			182	195	218	236	238	254				
KASHIRI	NOIR	PAKISTAN	27182	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	145	230	230	239	249	241	255	182	186	236	236	244	272				
KHORESTINI	BLANC	PAKISTAN	27183	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	153	155	236	242	247	251			195	195	236	244	256	258				
KINI YATCH	NOIR	PAKISTAN	27184	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	131	135	230	238	241	249	255	255	180	180	234	244	248	262				
LATE VAVILOV		ARMENIA	27185	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	125	151	236	242	249	253	241	249	180	195	234	244	250	272	188	196	247	249
MILLISHUN	NOIR	PAKISTAN	27186	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	141	141	236	240	249	249	241	241	180	190	236	248	272	272				
NAMONIA		PAKISTAN	27187	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	145	153	236	250	239	249			180	195	234	238	256	274				
PARARGOON	NOIR	PAKISTAN	27188	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	141	151	228	242	251	251			180	186	234	244	244	256				
SCHWIN	BLANC	PAKISTAN	27189	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	145	151	236	238	243	249			180	180	244	246	256	272				
TORGOON	NOIR	PAKISTAN	27190	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	135	228	234	249	253			186	195			256	274				
FATAI	NOIR	PAKISTAN	27191	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	141	145	230	236	239	249	241	241	180	190	236	236	262	272				
BARGOON	BLANC	PAKISTAN	27192	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	151	230	242	233	253			190	195	234	236	252	256				
UVA BIANCA ANTICA SANGINETO	BLANC	ITALY	27193	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	147	228	228	243	249	239	255	180	184	246	258	252	272	188	202	247	259
SLJIVA HERZEGOVACKA	NOIR		27194	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	149	234	250	239	251	239	249	180	180	236	244	264	272	188	204	247	251
CABERNET LABRUSCO	NOIR	SOUTH AFRICA	27195	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	139	145	234	236	233	239			190	195	234	236	240	262	188	204	247	257
TERMANTIS	NOIR	ITALY	27196		133	155	228	228	239	247	237	241	186	190	218	228	240	262	194	194	243	259
NERMANTIS	NOIR	ITALY	27197		133	137	228	230	239	243	237	239	186	190	228	236	240	240	194	194	243	259
CHARVIR	BLANC	ITALY	27198		137	151	228	230	239	251	249	255	186	190	218	268	240	250	194	194	239	245
VALNOSIA	BLANC	ITALY	27200		151	155	228	230	243	247	249	257	186	186	236	268	250	272	194	194	239	251
GRECARESE	NOIR	ITALY	27202	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	145	234	242	239	239	239	249	180	182	236	258	256	258	194	196	247	259
LAGARIO	NOIR	ITALY	27203	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	143	228	228	249	249	241	255	180	180	228	260	250	252	200	202	251	255
NEGRELLONE	NOIR	ITALY	27204	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	145	228	234	239	263	241	241	180	180	228	234	256	272	194	202	251	259
RASPATO NERO	NOIR	ITALY	27205	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	145	230	238	239	249	239	241	180	182	244	248	258	258	188	202	259	259
REALE BIANCA	BLANC	ITALY	27206	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	151	238	238	233	239	255	263	186	195	248	260	262	272	204	204	249	251
SORANTONIO	NOIR	ITALY	27207	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	145	151	228	230	249	253	241	263	192	195	236	248	262	272	190	202	247	251
SEINA	NOIR	MOLDOVA	27231	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	151	228	240	239	249	239	263	176	182	234	278	272	272	188	200	247	259
DONA EMILIA	NOIR		27232	VITIS INTERSPECIFIC CROSSING	139	151	224	234	239	261	243	249	188	190	234	238	240	250	194	202	247	249
GREC BLANC DE SEMIS	BLANC	FRANCE	27238	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	133	230	236	247	253	239	241	180	186	236	258	256	262				
PINORE	NOIR	SLOVENIA	27239		137	153	240	240	239	251	239	241	190	190	218	258	240	272	194	194	245	251
COARNA ALBA	BLANC	MOLDOVA	2724	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	143	240	248	239	239	239	249	180	182	234	236	264	272	188	188	251	259
CALARDIS ROYAL	NOIR	GERMANY	27254		133	151	234	238	251	257	241	249	190	195	236	244	240	240	194	194	245	257
CALARDIS SOLEIL	BLANC	GERMANY	27255		137	153	228	240	243	253	241	255	186	190	218	244	240	240	188	200	259	259
COARNA NEAGRA	NOIR	MOLDOVA	2726	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	137	143	238	238	247	249	241	249	180	186	234	244	256	274	188	200	247	251
COARNA ROSIE	ROUGE	MOLDOVA	2728	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	139	143	234	238	239	239	241	241	186	186	258	258	258	272	188	204	251	251
COARNA NEAGRA SELECTIONATA	NOIR	ROMANIA	2729	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	137	234	238	247	249	241	255	180	186	236	244	272	274	192	200	239	247
LAZARO	BLANC	PORTUGAL	27314		137	159	228	238	239	239			182	190					186	186	247	251
COCACCIARA	BLANC	ITALY	2732	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	151	155	228	248	239	263	241	263	186	195	248	258	250	250	194	204	243	251
ROSADA	ROUGE	PORTUGAL	27320	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	159	228	230	241	243			184	190					188	192	247	251
RUPESTRIS BARRETT R-65-47	NOIR	UNITED STATES OF AMERICA	27323	VITIS RUPESTRIS SCHEELE	133	139	254	270	239	257			188	200					194	202	257	257
RUPESTRIS BARRETT R-65-43		UNITED STATES OF AMERICA	27324	VITIS RUPESTRIS SCHEELE	139	141	254	266	243	251			187	187					202	203	257	259
PRUNALEY	NOIR	SPAIN	27329	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	137	143	238	242	239	247	241	249	180	180	236	236	256	274	188	188	247	251
HIMONIATICO	BLANC	SPAIN	27330	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	149	234	238	239	249	239	245	180	182	244	244	250	250	188	200	243	247
TRBLJAN	BLANC		27344	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	145	228	228	239	247	241	241	180	190	258	258	250	262	188	196	249	257
LILAS	BLANC	PORTUGAL	27345	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	151	151	234	240	239	243	255	271	186	195	228	260	260	272	188	196	251	257
COCOCCIOLA	BLANC	ITALY	2735	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	145	230	242	243	249	239	241	186	195	244	248	272	272	188	190	251	251
COCOZZA NERA	NOIR	ITALY	2736	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	145	228	242	247	247	241	255	180	180	248	258	258	272	194	196	243	257
CODANA	NOIR	ROMANIA	2740	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	151	234	240	239	253	249	255	182	190	234	234	240	256				
SCARLET DEW	ROUGE	SOUTH AFRICA	27416	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI					249	251			180	195					186	204	255	259
JAPUDZAK (MONTENEGRO)	BLANC	MONTENEGRO	27417	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	143	228	228	249	249	239	239	180	182	236	258	264	272	194	200	237	259
CETINKA (MONTENEGRO)		MONTENEGRO	27419	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	143	234	238	239	247			184	186	234	258	252	256	186	188	247	251
SIRIA	BLANC	PORTUGAL	2742	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	137	151	224	236	239	249	255	263	182	182	228	248	240	252	186	204	247	247
HONEYBUNCH	BLANC	SOUTH AFRICA	27420	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI					251	253			182	180					188	204	255	255
NEPOZNATA 2		MONTENEGRO	27421	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	143	228	234			239	249	182	186	244	258	252	272	188	204	251	259
RUZA BIJELA II	BLANC	CROATIA	27422	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	133	228	242	239	247	239	239	182	195	246	278	264	274	196	204	243	257
